Id,SalePrice
1667,371655.0
1668,369509.0
1669,331246.0
1670,351796.0
1671,253647.0
1672,362308.0
1673,280625.0
1674,233767.0
1675,202723.0
1676,217082.0
1677,212018.0
1678,446143.0
1679,376701.0
1680,328438.0
1681,278022.0
1682,327194.0
1683,199252.0
1684,175039.0
1685,185501.0
1686,175786.0
1687,166874.0
1688,190919.0
1689,190453.0
1690,200886.0
1691,208286.0
1692,266811.0
1693,181399.0
1694,188148.0
1695,152882.0
1696,253956.0
1697,157285.0
1698,314732.0
1699,307364.0
1700,279975.0
1701,274488.0
1702,222637.0
1703,217345.0
1704,252718.0
1705,292603.0
1706,380127.0
1707,235081.0
1708,197960.0
1709,234325.0
1710,223446.0
1711,304324.0
1712,236260.0
1713,250800.0
1714,209076.0
1715,213914.0
1716,174936.0
1717,192114.0
1718,141468.0
1719,230599.0
1720,220467.0
1721,156385.0
1722,124641.0
1723,153616.0
1724,194283.0
1725,253684.0
1726,208093.0
1727,148830.0
1728,179477.0
1729,173231.0
1730,159574.0
1731,115189.0
1732,132128.0
1733,110744.0
1734,101257.0
1735,136577.0
1736,82709.0
1737,249762.0
1738,268124.0
1739,228365.0
1740,203381.0
1741,194050.0
1742,177314.0
1743,182390.0
1744,338127.0
1745,223754.0
1746,169636.0
1747,231768.0
1748,209556.0
1749,128290.0
1750,113744.0
1751,249889.0
1752,107728.0
1753,145433.0
1754,187467.0
1755,160478.0
1756,128209.0
1757,122846.0
1758,142973.0
1759,150709.0
1760,167340.0
1761,152131.0
1762,186551.0
1763,192469.0
1764,120683.0
1765,133565.0
1766,181341.0
1767,181181.0
1768,137492.0
1769,154545.0
1770,162908.0
1771,122995.0
1772,133125.0
1773,137498.0
1774,151972.0
1775,147422.0
1776,134978.0
1777,106610.0
1778,161481.0
1779,142756.0
1780,161846.0
1781,122374.0
1782,99914.0
1783,154366.0
1784,132577.0
1785,148822.0
1786,169868.0
1787,173374.0
1788,76389.0
1789,109589.0
1790,110062.0
1791,198507.0
1792,137369.0
1793,121548.0
1794,178777.0
1795,143984.0
1796,147421.0
1797,127372.0
1798,140257.0
1799,101487.0
1800,151427.0
1801,121580.0
1802,128286.0
1803,144278.0
1804,142816.0
1805,129728.0
1806,115405.0
1807,133668.0
1808,120627.0
1809,134391.0
1810,147490.0
1811,93773.0
1812,101983.0
1813,137312.0
1814,95374.0
1815,67109.0
1816,99698.0
1817,139671.0
1818,173246.0
1819,153783.0
1820,62967.0
1821,105961.0
1822,157582.0
1823,49640.0
1824,131710.0
1825,125459.0
1826,114227.0
1827,100365.0
1828,127822.0
1829,135065.0
1830,130145.0
1831,129356.0
1832,101623.0
1833,139308.0
1834,131854.0
1835,110681.0
1836,105355.0
1837,107848.0
1838,107539.0
1839,95405.0
1840,163486.0
1841,133367.0
1842,93236.0
1843,146749.0
1844,165276.0
1845,150394.0
1846,164092.0
1847,174102.0
1848,65073.0
1849,99203.0
1850,118864.0
1851,133663.0
1852,125055.0
1853,131804.0
1854,163091.0
1855,165461.0
1856,245723.0
1857,132655.0
1858,126592.0
1859,104728.0
1860,176516.0
1861,104513.0
1862,329622.0
1863,314871.0
1864,314874.0
1865,369675.0
1866,341296.0
1867,200097.0
1868,291867.0
1869,202826.0
1870,209051.0
1871,287080.0
1872,197239.0
1873,272998.0
1874,138582.0
1875,188042.0
1876,203149.0
1877,188598.0
1878,208211.0
1879,153761.0
1880,109550.0
1881,233077.0
1882,226344.0
1883,181763.0
1884,188284.0
1885,217359.0
1886,284429.0
1887,220288.0
1888,225553.0
1889,193205.0
1890,109549.0
1891,110037.0
1892,99309.0
1893,112508.0
1894,120500.0
1895,131363.0
1896,117741.0
1897,139376.0
1898,97317.0
1899,162684.0
1900,163211.0
1901,194746.0
1902,159590.0
1903,215769.0
1904,167723.0
1905,184397.0
1906,155452.0
1907,201112.0
1908,100038.0
1909,145295.0
1910,121049.0
1911,212469.0
1912,304018.0
1913,148207.0
1914,52872.0
1915,359999.0
1916,61905.0
1917,230841.0
1918,135686.0
1919,155899.0
1920,132972.0
1921,384850.0
1922,350526.0
1923,237803.0
1924,262718.0
1925,203905.0
1926,387478.0
1927,112258.0
1928,152540.0
1929,97600.0
1930,121626.0
1931,133507.0
1932,126671.0
1933,231064.0
1934,172040.0
1935,177252.0
1936,197462.0
1937,184229.0
1938,163634.0
1939,288916.0
1940,175990.0
1941,157216.0
1942,153841.0
1943,233260.0
1944,397631.0
1945,394068.0
1946,124445.0
1947,321653.0
1948,149370.0
1949,252535.0
1950,181400.0
1951,251303.0
1952,217880.0
1953,187500.0
1954,176274.0
1955,135615.0
1956,274935.0
1957,134647.0
1958,245226.0
1959,145623.0
1960,104946.0
1961,140212.0
1962,84403.0
1963,96821.0
1964,103907.0
1965,137934.0
1966,123495.0
1967,319969.0
1968,400885.0
1969,382336.0
1970,397244.0
1971,452516.0
1972,376119.0
1973,326488.0
1974,360710.0
1975,438247.0
1976,272435.0
1977,347837.0
1978,336038.0
1979,305422.0
1980,202849.0
1981,333845.0
1982,219136.0
1983,210549.0
1984,196762.0
1985,224227.0
1986,193335.0
1987,204911.0
1988,179485.0
1989,191128.0
1990,201929.0
1991,224450.0
1992,222755.0
1993,172283.0
1994,209851.0
1995,180968.0
1996,286994.0
1997,345943.0
1998,285503.0
1999,331044.0
2000,299247.0
2001,309960.0
2002,245523.0
2003,250965.0
2004,303153.0
2005,249503.0
2006,215334.0
2007,223877.0
2008,241675.0
2009,227915.0
2010,195974.0
2011,147693.0
2012,184192.0
2013,201348.0
2014,196582.0
2015,246612.0
2016,211761.0
2017,201947.0
2018,147670.0
2019,137490.0
2020,73947.0
2021,121275.0
2022,197723.0
2023,133240.0
2024,279215.0
2025,334876.0
2026,166038.0
2027,171802.0
2028,141291.0
2029,169899.0
2030,259522.0
2031,237969.0
2032,273518.0
2033,235297.0
2034,166504.0
2035,226031.0
2036,193561.0
2037,199865.0
2038,293648.0
2039,265832.0
2040,291939.0
2041,291608.0
2042,210297.0
2043,160735.0
2044,160502.0
2045,183187.0
2046,137163.0
2047,129198.0
2048,152981.0
2049,130014.0
2050,156648.0
2051,98000.0
2052,129909.0
2053,142843.0
2054,99220.0
2055,135283.0
2056,140378.0
2057,121356.0
2058,206050.0
2059,145632.0
2060,146667.0
2061,145341.0
2062,117963.0
2063,133677.0
2064,136465.0
2065,136619.0
2066,156915.0
2067,133090.0
2068,135441.0
2069,74657.0
2070,111360.0
2071,124240.0
2072,141785.0
2073,113106.0
2074,154207.0
2075,157098.0
2076,118231.0
2077,166739.0
2078,127893.0
2079,131122.0
2080,95627.0
2081,126092.0
2082,135534.0
2083,154908.0
2084,99420.0
2085,113921.0
2086,112579.0
2087,117610.0
2088,111854.0
2089,91647.0
2090,138497.0
2091,118250.0
2092,134347.0
2093,124900.0
2094,117607.0
2095,149906.0
2096,91418.0
2097,112429.0
2098,147192.0
2099,66079.0
2100,84076.0
2101,113302.0
2102,126634.0
2103,108496.0
2104,126344.0
2105,149243.0
2106,76859.0
2107,181070.0
2108,108828.0
2109,106149.0
2110,113517.0
2111,105441.0
2112,140474.0
2113,116420.0
2114,107488.0
2115,152079.0
2116,120596.0
2117,154725.0
2118,127803.0
2119,94082.0
2120,119083.0
2121,69419.0
2122,126166.0
2123,90122.0
2124,156691.0
2125,138973.0
2126,164353.0
2127,159426.0
2128,127444.0
2129,67703.0
2130,128468.0
2131,126567.0
2132,93026.0
2133,107608.0
2134,107368.0
2135,71927.0
2136,76089.0
2137,100571.0
2138,108726.0
2139,137770.0
2140,131168.0
2141,148429.0
2142,132421.0
2143,151302.0
2144,102765.0
2145,144580.0
2146,184695.0
2147,175616.0
2148,128898.0
2149,146758.0
2150,238230.0
2151,122737.0
2152,159276.0
2153,181279.0
2154,94570.0
2155,130199.0
2156,233816.0
2157,226128.0
2158,266923.0
2159,217019.0
2160,204873.0
2161,216720.0
2162,339327.0
2163,367172.0
2164,257030.0
2165,200192.0
2166,151301.0
2167,220656.0
2168,188740.0
2169,204641.0
2170,207452.0
2171,141708.0
2172,130958.0
2173,171889.0
2174,213014.0
2175,275950.0
2176,316151.0
2177,240216.0
2178,217496.0
2179,135787.0
2180,194974.0
2181,205281.0
2182,213715.0
2183,196982.0
2184,114705.0
2185,107239.0
2186,124875.0
2187,164423.0
2188,181122.0
2189,218835.0
2190,68577.0
2191,41731.0
2192,87041.0
2193,121382.0
2194,101019.0
2195,102367.0
2196,119116.0
2197,125231.0
2198,138255.0
2199,183187.0
2200,155346.0
2201,158916.0
2202,193713.0
2203,185446.0
2204,178010.0
2205,128793.0
2206,162660.0
2207,229197.0
2208,239848.0
2209,245132.0
2210,135046.0
2211,112030.0
2212,106530.0
2213,107613.0
2214,141859.0
2215,98469.0
2216,135187.0
2217,56081.0
2218,59311.0
2219,55087.0
2220,53723.0
2221,361960.0
2222,330788.0
2223,280335.0
2224,201308.0
2225,133623.0
2226,160565.0
2227,195260.0
2228,313390.0
2229,263391.0
2230,157146.0
2231,245038.0
2232,178188.0
2233,211153.0
2234,288187.0
2235,254650.0
2236,243174.0
2237,298038.0
2238,193487.0
2239,70393.0
2240,152551.0
2241,137197.0
2242,110966.0
2243,123457.0
2244,109387.0
2245,129052.0
2246,132121.0
2247,120098.0
2248,117608.0
2249,119772.0
2250,109374.0
2251,119772.0
2252,153432.0
2253,157304.0
2254,171754.0
2255,175526.0
2256,165453.0
2257,192190.0
2258,129367.0
2259,174170.0
2260,134935.0
2261,211291.0
2262,234332.0
2263,388265.0
2264,420119.0
2265,132447.0
2266,311783.0
2267,344904.0
2268,424952.0
2269,164839.0
2270,207658.0
2271,214997.0
2272,229171.0
2273,151902.0
2274,188139.0
2275,165991.0
2276,217530.0
2277,182979.0
2278,131868.0
2279,154227.0
2280,100615.0
2281,166895.0
2282,184277.0
2283,104879.0
2284,136563.0
2285,129608.0
2286,121462.0
2287,392127.0
2288,304508.0
2289,317584.0
2290,428418.0
2291,355413.0
2292,403590.0
2293,435289.0
2294,395556.0
2295,447908.0
2296,254745.0
2297,413118.0
2298,394964.0
2299,330820.0
2300,322297.0
2301,379768.0
2302,244013.0
2303,236620.0
2304,249102.0
2305,219813.0
2306,207834.0
2307,209406.0
2308,236314.0
2309,304969.0
2310,228964.0
2311,207363.0
2312,169136.0
2313,173449.0
2314,179208.0
2315,183594.0
2316,199614.0
2317,179532.0
2318,206217.0
2319,196290.0
2320,163568.0
2321,237830.0
2322,199608.0
2323,206314.0
2324,186161.0
2325,194381.0
2326,183216.0
2327,195628.0
2328,217726.0
2329,188933.0
2330,172679.0
2331,333083.0
2332,373336.0
2333,296337.0
2334,272264.0
2335,316306.0
2336,293314.0
2337,183687.0
2338,226137.0
2339,215642.0
2340,378227.0
2341,213454.0
2342,225054.0
2343,230802.0
2344,200650.0
2345,219133.0
2346,214101.0
2347,193733.0
2348,251960.0
2349,195769.0
2350,347406.0
2351,276721.0
2352,221567.0
2353,245230.0
2354,151208.0
2355,158417.0
2356,163425.0
2357,181706.0
2358,212798.0
2359,140336.0
2360,120186.0
2361,136204.0
2362,246191.0
2363,155299.0
2364,172674.0
2365,190969.0
2366,199986.0
2367,207158.0
2368,222787.0
2369,193514.0
2370,175498.0
2371,173961.0
2372,192367.0
2373,299470.0
2374,325413.0
2375,247462.0
2376,279783.0
2377,288052.0
2378,150652.0
2379,187606.0
2380,132893.0
2381,169065.0
2382,197003.0
2383,181902.0
2384,231785.0
2385,153888.0
2386,133036.0
2387,125297.0
2388,86754.0
2389,138934.0
2390,187573.0
2391,150063.0
2392,123883.0
2393,167977.0
2394,154917.0
2395,191160.0
2396,139130.0
2397,179438.0
2398,131441.0
2399,71443.0
2400,80236.0
2401,123504.0
2402,146603.0
2403,134642.0
2404,152353.0
2405,157367.0
2406,132897.0
2407,120679.0
2408,129975.0
2409,113903.0
2410,156988.0
2411,116922.0
2412,156279.0
2413,134216.0
2414,167911.0
2415,151694.0
2416,120712.0
2417,131979.0
2418,134669.0
2419,135671.0
2420,142391.0
2421,133053.0
2422,117887.0
2423,137834.0
2424,154050.0
2425,198049.0
2426,155491.0
2427,154790.0
2428,191978.0
2429,98990.0
2430,125607.0
2431,127115.0
2432,180756.0
2433,166561.0
2434,152513.0
2435,181194.0
2436,113679.0
2437,108198.0
2438,117882.0
2439,111021.0
2440,129581.0
2441,89196.0
2442,97334.0
2443,136146.0
2444,140051.0
2445,78908.0
2446,138594.0
2447,187301.0
2448,132370.0
2449,117834.0
2450,144481.0
2451,150214.0
2452,177841.0
2453,87051.0
2454,118864.0
2455,117675.0
2456,106812.0
2457,137677.0
2458,158583.0
2459,117018.0
2460,145614.0
2461,132799.0
2462,126814.0
2463,133448.0
2464,165740.0
2465,133207.0
2466,104880.0
2467,140709.0
2468,105729.0
2469,101866.0
2470,153700.0
2471,197430.0
2472,140906.0
2473,110330.0
2474,90208.0
2475,169343.0
2476,113968.0
2477,101269.0
2478,140526.0
2479,99575.0
2480,159493.0
2481,125456.0
2482,107073.0
2483,107691.0
2484,118890.0
2485,129420.0
2486,170837.0
2487,179414.0
2488,168793.0
2489,156018.0
2490,137586.0
2491,72741.0
2492,213430.0
2493,167030.0
2494,131173.0
2495,59646.0
2496,226221.0
2497,140227.0
2498,119202.0
2499,83295.0
2500,110997.0
2501,115936.0
2502,133619.0
2503,102238.0
2504,171746.0
2505,250172.0
2506,239355.0
2507,258738.0
2508,233569.0
2509,210516.0
2510,203498.0
2511,165257.0
2512,216041.0
2513,245174.0
2514,251226.0
2515,153719.0
2516,186358.0
2517,162832.0
2518,163185.0
2519,280084.0
2520,234777.0
2521,183664.0
2522,234031.0
2523,102221.0
2524,146797.0
2525,135729.0
2526,161817.0
2527,129984.0
2528,139108.0
2529,167785.0
2530,130606.0
2531,243082.0
2532,217704.0
2533,197314.0
2534,246248.0
2535,258102.0
2536,232002.0
2537,269811.0
2538,191250.0
2539,185327.0
2540,185896.0
2541,181492.0
2542,185559.0
2543,113329.0
2544,122305.0
2545,121630.0
2546,128437.0
2547,124423.0
2548,162024.0
2549,174018.0
2550,470610.0
2551,139880.0
2552,122100.0
2553,57628.0
2554,82479.0
2555,106879.0
2556,93137.0
2557,92638.0
2558,203799.0
2559,159574.0
2560,173532.0
2561,173298.0
2562,153600.0
2563,150740.0
2564,209738.0
2565,179915.0
2566,209384.0
2567,142103.0
2568,224644.0
2569,225711.0
2570,123647.0
2571,197507.0
2572,122114.0
2573,214424.0
2574,245248.0
2575,135415.0
2576,133930.0
2577,146358.0
2578,55880.0
2579,58335.0
2580,80097.0
2581,121837.0
2582,123944.0
2583,282236.0
2584,150575.0
2585,196386.0
2586,204145.0
2587,185183.0
2588,130655.0
2589,132340.0
2590,210303.0
2591,202746.0
2592,207673.0
2593,278204.0
2594,165599.0
2595,235543.0
2596,275181.0
2597,231410.0
2598,288832.0
2599,372146.0
2600,121992.0
2601,134072.0
2602,89099.0
2603,114295.0
2604,88698.0
2605,92361.0
2606,154771.0
2607,216198.0
2608,185479.0
2609,177244.0
2610,100492.0
2611,117474.0
2612,158066.0
2613,115192.0
2614,107991.0
2615,160987.0
2616,171018.0
2617,192755.0
2618,247467.0
2619,181884.0
2620,192651.0
2621,176818.0
2622,176208.0
2623,218298.0
2624,282713.0
2625,256321.0
2626,159657.0
2627,133243.0
2628,448806.0
2629,470824.0
2630,395066.0
2631,427057.0
2632,392316.0
2633,300033.0
2634,403435.0
2635,151247.0
2636,189021.0
2637,227284.0
2638,257666.0
2639,177430.0
2640,137089.0
2641,109590.0
2642,172094.0
2643,102427.0
2644,112162.0
2645,105816.0
2646,97419.0
2647,107004.0
2648,122941.0
2649,166211.0
2650,104295.0
2651,158046.0
2652,376874.0
2653,241187.0
2654,296071.0
2655,405513.0
2656,337874.0
2657,367532.0
2658,350082.0
2659,331224.0
2660,387696.0
2661,343488.0
2662,386500.0
2663,284394.0
2664,304482.0
2665,326580.0
2666,296026.0
2667,184915.0
2668,183142.0
2669,182823.0
2670,245395.0
2671,189291.0
2672,197210.0
2673,194959.0
2674,193500.0
2675,198703.0
2676,194483.0
2677,183889.0
2678,201012.0
2679,283599.0
2680,297317.0
2681,382888.0
2682,298264.0
2683,442439.0
2684,323991.0
2685,298028.0
2686,267764.0
2687,297672.0
2688,196071.0
2689,208700.0
2690,330584.0
2691,194803.0
2692,166064.0
2693,206603.0
2694,140200.0
2695,203735.0
2696,192256.0
2697,181158.0
2698,207346.0
2699,163834.0
2700,156946.0
2701,163115.0
2702,123619.0
2703,111555.0
2704,144933.0
2705,106541.0
2706,110713.0
2707,110392.0
2708,130984.0
2709,97550.0
2710,128831.0
2711,258416.0
2712,396191.0
2713,156961.0
2714,154485.0
2715,175211.0
2716,141336.0
2717,238247.0
2718,218137.0
2719,154771.0
2720,168849.0
2721,116919.0
2722,160232.0
2723,140704.0
2724,127806.0
2725,128695.0
2726,141945.0
2727,186150.0
2728,190509.0
2729,152647.0
2730,143642.0
2731,124320.0
2732,147589.0
2733,142396.0
2734,147395.0
2735,136440.0
2736,141479.0
2737,120421.0
2738,131985.0
2739,135335.0
2740,137388.0
2741,147422.0
2742,170341.0
2743,171791.0
2744,176525.0
2745,149941.0
2746,143559.0
2747,150079.0
2748,113650.0
2749,151264.0
2750,108427.0
2751,145620.0
2752,211739.0
2753,156985.0
2754,211384.0
2755,135825.0
2756,108692.0
2757,93507.0
2758,116138.0
2759,167630.0
2760,153866.0
2761,130574.0
2762,123512.0
2763,169739.0
2764,146820.0
2765,233888.0
2766,114731.0
2767,91862.0
2768,147998.0
2769,165540.0
2770,120188.0
2771,102265.0
2772,95212.0
2773,202007.0
2774,149149.0
2775,123269.0
2776,141410.0
2777,154471.0
2778,105443.0
2779,135192.0
2780,104958.0
2781,88588.0
2782,107792.0
2783,123431.0
2784,142368.0
2785,156706.0
2786,75032.0
2787,114593.0
2788,85779.0
2789,165077.0
2790,122939.0
2791,122008.0
2792,62127.0
2793,118357.0
2794,123138.0
2795,119222.0
2796,104008.0
2797,171727.0
2798,100848.0
2799,101621.0
2800,77806.0
2801,85777.0
2802,133469.0
2803,150825.0
2804,112851.0
2805,93766.0
2806,96397.0
2807,180053.0
2808,162984.0
2809,126074.0
2810,130958.0
2811,171329.0
2812,185646.0
2813,163730.0
2814,156207.0
2815,108665.0
2816,196178.0
2817,177628.0
2818,124591.0
2819,208354.0
2820,132484.0
2821,139988.0
2822,148739.0
2823,241196.0
2824,179144.0
2825,142486.0
2826,139785.0
2827,118008.0
2828,237936.0
2829,192017.0
2830,232092.0
2831,189151.0
2832,223406.0
2833,331662.0
2834,232106.0
2835,234996.0
2836,201950.0
2837,153069.0
2838,144339.0
2839,194711.0
2840,193420.0
2841,204107.0
2842,243726.0
2843,160859.0
2844,146705.0
2845,108571.0
2846,214071.0
2847,241678.0
2848,210149.0
2849,198539.0
2850,263728.0
2851,204639.0
2852,210714.0
2853,253133.0
2854,148255.0
2855,190888.0
2856,206171.0
2857,193517.0
2858,198515.0
2859,104163.0
2860,134006.0
2861,119138.0
2862,200266.0
2863,144262.0
2864,263319.0
2865,129759.0
2866,130453.0
2867,107666.0
2868,94566.0
2869,82403.0
2870,110220.0
2871,92028.0
2872,33209.0
2873,88027.0
2874,127627.0
2875,94235.0
2876,151987.0
2877,148657.0
2878,147396.0
2879,150342.0
2880,115250.0
2881,163381.0
2882,191461.0
2883,196841.0
2884,194383.0
2885,177947.0
2886,237265.0
2887,98207.0
2888,143941.0
2889,61420.0
2890,80572.0
2891,130502.0
2892,26269.0
2893,59165.0
2894,43821.0
2895,361698.0
2896,307551.0
2897,207186.0
2898,128137.0
2899,216486.0
2900,158374.0
2901,202024.0
2902,194333.0
2903,314964.0
2904,341438.0
2905,64457.0
2906,187079.0
2907,127598.0
2908,126664.0
2909,130442.0
2910,75807.0
2911,80896.0
2912,163374.0
2913,72560.0
2914,78585.0
2915,79147.0
2916,72483.0
2917,152198.0
2918,107621.0
2919,209052.0
